<Example: void main(java.lang.String[])>	AssignLocal	<Example: void main(java.lang.String[])>/phi-assign/2	<Example: void main(java.lang.String[])>/sum_$$A_1_$$A_1#_10
<Example: void main(java.lang.String[])>	AssignLocal	<Example: void main(java.lang.String[])>/phi-assign/3	<Example: void main(java.lang.String[])>/sum_$$A_1_$$A_1#_10
<Example: void main(java.lang.String[])>	AssignLocal	<Example: void main(java.lang.String[])>/phi-assign/0	<Example: void main(java.lang.String[])>/i_$$A_1_$$A_1#_10
<Example: void main(java.lang.String[])>	AssignLocal	<Example: void main(java.lang.String[])>/phi-assign/1	<Example: void main(java.lang.String[])>/i_$$A_1_$$A_1#_10
<Example: void main(java.lang.String[])>	AssignLocal	<Example: void main(java.lang.String[])>/assign/14	<Example: void main(java.lang.String[])>/i_$$A_1_$$A_2#_9
<Example: int add(int,int)>	AssignLocal	<Example: int add(int,int)>/assign/2	<Example: int add(int,int)>/$stack2
<Example: void <init>()>	AssignLocal	<Example: void <init>()>/assign/0	<Example: void <init>()>/this#_0
<Example: void main(java.lang.String[])>	AssignLocal	<Example: void main(java.lang.String[])>/assign/0	<Example: void main(java.lang.String[])>/args#_0
<Example: void main(java.lang.String[])>	AssignLocal	<Example: void main(java.lang.String[])>/phi-assign/4	<Example: void main(java.lang.String[])>/sum_$$A_1_$$A_4#_15
<Example: void main(java.lang.String[])>	AssignLocal	<Example: void main(java.lang.String[])>/phi-assign/5	<Example: void main(java.lang.String[])>/sum_$$A_1_$$A_4#_15
<Example: void main(java.lang.String[])>	AssignLocal	<Example: void main(java.lang.String[])>/assign/6	<Example: void main(java.lang.String[])>/$stack7
<Example: void main(java.lang.String[])>	AssignLocal	<Example: void main(java.lang.String[])>/assign/7	<Example: void main(java.lang.String[])>/$stack6
<Example: void main(java.lang.String[])>	AssignLocal	<Example: void main(java.lang.String[])>/assign/9	<Example: void main(java.lang.String[])>/sum_$$A_1_$$A_2#_12
<Example: void main(java.lang.String[])>	AssignLocal	<Example: void main(java.lang.String[])>/assign/12	<Example: void main(java.lang.String[])>/sum_$$A_1_$$A_3#_14
<Example: void main(java.lang.String[])>	AssignLocal	<Example: void main(java.lang.String[])>/assign/15	<Example: void main(java.lang.String[])>/i_$$A_1_$$A_3#_18
<Example: int add(int,int)>	AssignLocal	<Example: int add(int,int)>/assign/0	<Example: int add(int,int)>/a#_0
<Example: int add(int,int)>	AssignLocal	<Example: int add(int,int)>/assign/1	<Example: int add(int,int)>/b#_0
<Example: void main(java.lang.String[])>	AssignNumConstant	<Example: void main(java.lang.String[])>/assign/3	<Example: void main(java.lang.String[])>/i_$$A_1#_9
<Example: void main(java.lang.String[])>	AssignNumConstant	<Example: void main(java.lang.String[])>/assign/2	<Example: void main(java.lang.String[])>/sum_$$A_1#_8
<Example: void main(java.lang.String[])>	AssignNumConstant	<Example: void main(java.lang.String[])>/assign/1	<Example: void main(java.lang.String[])>/c#_7
<Example: void main(java.lang.String[])>	AssignUnop	<Example: void main(java.lang.String[])>/assign/10	<Example: void main(java.lang.String[])>/$stack4
<Example: int add(int,int)>	AssignMethodParameter	<Example: void main(java.lang.String[])>/Example.add/0	<Example: int add(int,int)>/@parameter0
<Example: int add(int,int)>	AssignMethodParameter	<Example: void main(java.lang.String[])>/Example.add/1	<Example: int add(int,int)>/@parameter0
<Example: int add(int,int)>	AssignMethodParameter	<Example: void main(java.lang.String[])>/Example.add/0	<Example: int add(int,int)>/@parameter1
<Example: int add(int,int)>	AssignMethodParameter	<Example: void main(java.lang.String[])>/Example.add/1	<Example: int add(int,int)>/@parameter1
<Example: void main(java.lang.String[])>	AssignReturnValue	<Example: void main(java.lang.String[])>/Example.add/0	<Example: void main(java.lang.String[])>/$stack8
<Example: void main(java.lang.String[])>	AssignReturnValue	<Example: void main(java.lang.String[])>/Example.add/1	<Example: void main(java.lang.String[])>/$stack5
